Order ID,Order Year,Order Month,Order Day,Customer Name,Segment,Country,Region,Category,Sub-Category,Product Name,Ship Mode,Sales,Quantity,Discount,Profit
CA-2016-146206,2016,9,10,Kean Thornton,Consumer,United States,Central,Furniture,Tables,KI Adjustable-Height Table,Second Class,300.93,5.0,0.3,-34.392
CA-2016-146206,2016,9,10,Kean Thornton,Consumer,United States,Central,Technology,Phones,Polycom VVX 310 VoIP phone,Second Class,719.96,5.0,0.2,53.997
CA-2014-136644,2014,6,16,Sonia Cooley,Consumer,United States,Central,Furniture,Chairs,"Global Geo Office Task Chair, Gray",Standard Class,647.84,8.0,0.0,32.392
CA-2015-122371,2015,9,26,Bryan Spruell,Home Office,United States,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",Standard Class,64.17,3.0,0.0,18.6093
CA-2015-122371,2015,9,26,Bryan Spruell,Home Office,United States,West,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,Standard Class,124.46,2.0,0.0,58.4962
CA-2016-126935,2016,5,19,Bill Tyler,Corporate,United States,West,Office Supplies,Binders,GBC Personal VeloBind Strips,Standard Class,9.584,1.0,0.2,3.3544
US-2017-133781,2017,6,22,Dan Campbell,Consumer,United States,South,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",First Class,37.608,3.0,0.2,12.6927
CA-2017-131618,2017,6,17,Luke Schmidt,Corporate,United States,Central,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",First Class,12.224,2.0,0.2,4.4312
CA-2017-131618,2017,6,17,Luke Schmidt,Corporate,United States,Central,Office Supplies,Binders,Avery Durable Binders,First Class,2.304,4.0,0.8,-3.5712
CA-2017-131618,2017,6,17,Luke Schmidt,Corporate,United States,Central,Office Supplies,Binders,Fellowes Binding Cases,First Class,9.36,4.0,0.8,-16.38
CA-2016-149482,2016,11,14,Ralph Ritter,Consumer,United States,West,Office Supplies,Labels,Avery 52,Standard Class,7.38,2.0,0.0,3.4686
CA-2014-143917,2014,7,25,Ken Lonsdale,Consumer,United States,West,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",Second Class,53.72,4.0,0.0,15.0416
CA-2014-143917,2014,7,25,Ken Lonsdale,Consumer,United States,West,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,Second Class,8187.65,5.0,0.0,327.506
CA-2014-143917,2014,7,25,Ken Lonsdale,Consumer,United States,West,Furniture,Furnishings,Staple-based wall hangings,Second Class,77.92,8.0,0.0,34.2848
CA-2015-120397,2015,7,2,Richard Bierner,Consumer,United States,Central,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Same Day,32.784,4.0,0.8,-85.2384
CA-2017-163902,2017,3,2,Maribeth Yedwab,Corporate,United States,West,Technology,Phones,Panasonic KX TS3282B Corded phone,Standard Class,196.776,3.0,0.2,14.7582
CA-2017-163902,2017,3,2,Maribeth Yedwab,Corporate,United States,West,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,Standard Class,479.94,6.0,0.0,52.7934
CA-2016-136812,2016,11,18,Arthur Wiediger,Home Office,United States,Central,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Standard Class,1117.92,4.0,0.0,55.896
CA-2015-102722,2015,4,18,Kelly Williams,Consumer,United States,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,First Class,106.5,6.0,0.0,41.535
CA-2017-155089,2017,12,2,Daniel Byrd,Home Office,United States,South,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",Standard Class,45.66,5.0,0.7,-33.484
CA-2016-124506,2016,11,11,Brenda Bowman,Corporate,United States,Central,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,Standard Class,95.968,4.0,0.2,1.1996
CA-2016-124506,2016,11,11,Brenda Bowman,Corporate,United States,Central,Furniture,Chairs,Global Chrome Stack Chair,Standard Class,47.992,2.0,0.3,-2.0568
CA-2014-106572,2014,9,5,Nora Preis,Consumer,United States,East,Office Supplies,Storage,Economy Rollaway Files,Standard Class,264.32,2.0,0.2,19.824
CA-2014-128888,2014,11,15,Peter Bühler,Consumer,United States,Central,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,Standard Class,604.656,9.0,0.2,204.0714
CA-2017-123134,2017,5,2,Dorothy Wardle,Corporate,United States,East,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Standard Class,129.93,3.0,0.0,12.993
CA-2016-124352,2016,10,15,Cynthia Delaney,Home Office,United States,Central,Office Supplies,Labels,Avery 49,Standard Class,20.16,7.0,0.0,9.8784
CA-2016-124352,2016,10,15,Cynthia Delaney,Home Office,United States,Central,Office Supplies,Labels,Avery 508,Standard Class,29.46,6.0,0.0,14.4354
CA-2016-124352,2016,10,15,Cynthia Delaney,Home Office,United States,Central,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,Standard Class,868.59,3.0,0.0,251.8911
CA-2016-124352,2016,10,15,Cynthia Delaney,Home Office,United States,Central,Office Supplies,Paper,Xerox 1999,Standard Class,12.96,2.0,0.0,6.2208
CA-2016-124352,2016,10,15,Cynthia Delaney,Home Office,United States,Central,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,Standard Class,5.5,1.0,0.0,1.375
CA-2016-124352,2016,10,15,Cynthia Delaney,Home Office,United States,Central,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,Standard Class,121.6,4.0,0.0,55.936
CA-2015-124541,2015,4,6,Thomas Thornton,Consumer,United States,Central,Office Supplies,Art,Newell 312,Standard Class,42.048,9.0,0.2,5.256
CA-2015-124541,2015,4,6,Thomas Thornton,Consumer,United States,Central,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,Standard Class,25.488,2.0,0.2,4.4604
CA-2015-124541,2015,4,6,Thomas Thornton,Consumer,United States,Central,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,Standard Class,6.9,3.0,0.8,-12.075
CA-2015-124541,2015,4,6,Thomas Thornton,Consumer,United States,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Standard Class,9.648,6.0,0.8,-16.884
CA-2015-124541,2015,4,6,Thomas Thornton,Consumer,United States,Central,Office Supplies,Paper,Xerox 1949,Standard Class,7.968,2.0,0.2,2.8884
CA-2014-108707,2014,10,24,Daniel Byrd,Home Office,United States,South,Office Supplies,Paper,Xerox 210,Standard Class,10.368,2.0,0.2,3.6288
CA-2014-111500,2014,8,17,Don Jones,Corporate,United States,South,Office Supplies,Paper,Xerox 1929,Standard Class,114.2,5.0,0.0,52.532
CA-2014-111500,2014,8,17,Don Jones,Corporate,United States,South,Office Supplies,Binders,Avery Non-Stick Binders,Standard Class,17.96,4.0,0.0,8.2616
CA-2014-111500,2014,8,17,Don Jones,Corporate,United States,South,Office Supplies,Fasteners,Colored Push Pins,Standard Class,12.67,7.0,0.0,4.5612
CA-2014-111500,2014,8,17,Don Jones,Corporate,United States,South,Technology,Accessories,Logitech Gaming G510s - Keyboard,Standard Class,339.96,4.0,0.0,122.3856
US-2017-117723,2017,8,15,Dionis Lloyd,Corporate,United States,East,Office Supplies,Storage,Tennsco Single-Tier Lockers,Second Class,1801.632,6.0,0.2,-337.806
CA-2015-143238,2015,9,6,Lori Olson,Corporate,United States,West,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,First Class,46.32,4.0,0.0,18.0648
CA-2015-168746,2015,1,27,Seth Vernon,Consumer,United States,East,Furniture,Chairs,High-Back Leather Manager's Chair,Second Class,181.986,2.0,0.3,-54.5958
CA-2015-168746,2015,1,27,Seth Vernon,Consumer,United States,East,Technology,Phones,Polycom VVX 310 VoIP phone,Second Class,431.976,4.0,0.4,-100.7944
CA-2015-168746,2015,1,27,Seth Vernon,Consumer,United States,East,Technology,Phones,Nortel Meridian M5316 Digital phone,Second Class,155.37,1.0,0.4,-36.253
CA-2015-113404,2015,7,16,Eleni McCrary,Corporate,United States,West,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Same Day,1348.704,6.0,0.2,-219.1644
CA-2015-113404,2015,7,16,Eleni McCrary,Corporate,United States,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Same Day,700.152,3.0,0.2,78.7671
CA-2016-144792,2016,4,30,Ken Dana,Corporate,United States,West,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,Standard Class,111.888,7.0,0.2,22.3776
CA-2014-164385,2014,9,26,Nicole Brennan,Corporate,United States,East,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Second Class,143.952,3.0,0.2,14.3952
US-2016-114174,2016,9,8,Anne Pryor,Home Office,United States,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Standard Class,173.94,3.0,0.0,13.9152
US-2016-114174,2016,9,8,Anne Pryor,Home Office,United States,East,Office Supplies,Labels,Avery 52,Standard Class,14.76,4.0,0.0,6.9372
CA-2017-108070,2017,4,16,Joel Eaton,Consumer,United States,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",Standard Class,205.92,4.0,0.0,2.0592
CA-2017-108070,2017,4,16,Joel Eaton,Consumer,United States,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Standard Class,102.833,1.0,0.15,-6.049
US-2015-128090,2015,8,16,John Murray,Consumer,United States,West,Office Supplies,Art,Newell 346,Standard Class,2.304,1.0,0.2,0.2592
US-2015-128090,2015,8,16,John Murray,Consumer,United States,West,Technology,Phones,Samsung Galaxy S4 Mini,Standard Class,1879.96,5.0,0.2,211.4955
US-2015-128090,2015,8,16,John Murray,Consumer,United States,West,Office Supplies,Paper,Xerox 1891,Standard Class,313.024,8.0,0.2,105.6456
US-2015-128090,2015,8,16,John Murray,Consumer,United States,West,Office Supplies,Labels,Avery 488,Standard Class,5.04,2.0,0.2,1.764
CA-2017-101042,2017,11,19,Adrian Barton,Consumer,United States,South,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Standard Class,821.88,6.0,0.0,213.6888
CA-2017-101042,2017,11,19,Adrian Barton,Consumer,United States,South,Office Supplies,Binders,GBC Imprintable Covers,Standard Class,21.96,2.0,0.0,10.7604
CA-2016-155439,2016,9,14,Parhena Norris,Home Office,United States,South,Office Supplies,Paper,Xerox 224,Standard Class,25.92,4.0,0.0,12.4416
CA-2016-118626,2016,8,15,John Castell,Consumer,United States,South,Technology,Phones,HTC One Mini,Standard Class,705.544,7.0,0.2,70.5544
CA-2015-111458,2015,9,26,Philip Fox,Consumer,United States,East,Technology,Accessories,Dell Slim USB Multimedia Keyboard,Standard Class,50.0,2.0,0.0,12.0
US-2016-126844,2016,10,8,Bart Watters,Corporate,United States,Central,Furniture,Furnishings,Contemporary Wood/Metal Frame,Standard Class,51.712,8.0,0.6,-32.32
US-2015-112508,2015,3,24,Ben Peterman,Corporate,United States,South,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Standard Class,6.992,2.0,0.2,0.5244
CA-2015-147788,2015,5,31,Tamara Manning,Consumer,United States,West,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,Standard Class,1406.86,7.0,0.0,140.686
CA-2015-147788,2015,5,31,Tamara Manning,Consumer,United States,West,Office Supplies,Labels,Self-Adhesive Removable Labels,Standard Class,15.75,5.0,0.0,7.56
CA-2015-147788,2015,5,31,Tamara Manning,Consumer,United States,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,Standard Class,323.1,2.0,0.0,61.389
CA-2015-144288,2015,12,25,Maria Bertelson,Consumer,United States,South,Office Supplies,Labels,Avery 474,Standard Class,9.216,4.0,0.2,3.3408
CA-2015-144288,2015,12,25,Maria Bertelson,Consumer,United States,South,Office Supplies,Paper,Xerox 227,Standard Class,10.368,2.0,0.2,3.6288
CA-2015-110632,2015,3,17,Harold Ryan,Corporate,United States,East,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,Second Class,15.02,1.0,0.0,2.7036
CA-2015-110632,2015,3,17,Harold Ryan,Corporate,United States,East,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Second Class,33.82,2.0,0.0,9.1314
CA-2017-109589,2017,12,21,Brian Derr,Consumer,United States,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,First Class,71.0,4.0,0.0,27.69
CA-2017-123967,2017,11,1,Sarah Foster,Consumer,United States,West,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,Second Class,25.12,5.0,0.2,7.85
CA-2017-123967,2017,11,1,Sarah Foster,Consumer,United States,West,Furniture,Tables,Hon 94000 Series Round Tables,Second Class,2665.62,9.0,0.0,239.9058
CA-2017-148929,2017,9,7,Stefania Perrino,Corporate,United States,East,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Standard Class,478.08,8.0,0.0,133.8624
CA-2017-134404,2017,12,27,Dan Reichenbach,Corporate,United States,East,Technology,Phones,AT&T 1080 Corded phone,Same Day,164.388,2.0,0.4,-35.6174
CA-2017-134404,2017,12,27,Dan Reichenbach,Corporate,United States,East,Office Supplies,Art,BIC Brite Liner Highlighters,Same Day,13.248,4.0,0.2,3.6432
CA-2017-109778,2017,7,16,Valerie Mitchum,Home Office,United States,Central,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",Standard Class,2.912,2.0,0.2,0.91
CA-2016-155845,2016,8,12,Chris McAfee,Consumer,United States,Central,Technology,Accessories,Logitech diNovo Edge Keyboard,Second Class,1399.944,7.0,0.2,52.4979
CA-2017-145128,2017,7,9,Sean Miller,Home Office,United States,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Standard Class,526.45,5.0,0.0,31.587
CA-2014-129091,2014,11,22,Ruben Ausman,Corporate,United States,South,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,Standard Class,16.23,3.0,0.0,7.9527
CA-2014-129091,2014,11,22,Ruben Ausman,Corporate,United States,South,Office Supplies,Binders,GBC ProClick Punch Binding System,Standard Class,319.9,5.0,0.0,156.751
CA-2014-129091,2014,11,22,Ruben Ausman,Corporate,United States,South,Office Supplies,Envelopes,Staple envelope,Standard Class,11.36,2.0,0.0,5.3392
CA-2014-129091,2014,11,22,Ruben Ausman,Corporate,United States,South,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Standard Class,675.12,3.0,0.0,290.3016
US-2014-155502,2014,1,26,Shirley Daniels,Home Office,United States,South,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Standard Class,62.82,3.0,0.0,30.7818
US-2014-155502,2014,1,26,Shirley Daniels,Home Office,United States,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",Standard Class,489.92,8.0,0.0,0.0
US-2014-155502,2014,1,26,Shirley Daniels,Home Office,United States,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Standard Class,19.44,3.0,0.0,9.3312
US-2014-155502,2014,1,26,Shirley Daniels,Home Office,United States,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Standard Class,16.68,2.0,0.0,8.34
US-2014-155502,2014,1,26,Shirley Daniels,Home Office,United States,South,Technology,Phones,Macally Suction Cup Mount,Standard Class,155.35,13.0,0.0,0.0
US-2014-155502,2014,1,26,Shirley Daniels,Home Office,United States,South,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,Standard Class,12.42,3.0,0.0,4.4712
US-2014-155502,2014,1,26,Shirley Daniels,Home Office,United States,South,Technology,Phones,Jabra SPEAK 410,Standard Class,187.98,2.0,0.0,52.6344
CA-2015-121041,2015,11,3,Chris Selesnick,Corporate,United States,Central,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",Standard Class,6.608,2.0,0.2,2.1476
CA-2017-131695,2017,6,30,Ralph Arnett,Consumer,United States,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,Standard Class,248.57,7.0,0.0,67.1139
CA-2017-131695,2017,6,30,Ralph Arnett,Consumer,United States,East,Furniture,Furnishings,"Executive Impressions 14""",Standard Class,22.23,1.0,0.0,9.7812
CA-2016-137729,2016,5,5,Barry Franz,Home Office,United States,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Standard Class,5.98,1.0,0.0,1.0166
CA-2016-137729,2016,5,5,Barry Franz,Home Office,United States,West,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,Standard Class,246.168,3.0,0.2,21.5397
US-2016-115455,2016,9,8,Sanjit Engle,Consumer,United States,Central,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",Standard Class,14.136,2.0,0.6,-7.7748
US-2016-115455,2016,9,8,Sanjit Engle,Consumer,United States,Central,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Standard Class,601.47,3.0,0.5,-300.735
CA-2017-128300,2017,11,24,Roland Schwarz,Corporate,United States,South,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,Second Class,79.1,2.0,0.0,39.55
CA-2017-128300,2017,11,24,Roland Schwarz,Corporate,United States,South,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Second Class,327.84,8.0,0.0,157.3632
CA-2017-149048,2017,5,13,Brian Moss,Corporate,United States,Central,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Standard Class,180.96,2.0,0.0,81.432
CA-2017-149048,2017,5,13,Brian Moss,Corporate,United States,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,Standard Class,914.97,3.0,0.0,411.7365
CA-2017-149048,2017,5,13,Brian Moss,Corporate,United States,Central,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,Standard Class,587.97,3.0,0.0,158.7519
CA-2017-149048,2017,5,13,Brian Moss,Corporate,United States,Central,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,Standard Class,530.34,2.0,0.0,95.4612
CA-2017-149048,2017,5,13,Brian Moss,Corporate,United States,Central,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Standard Class,14.94,3.0,0.0,7.3206
CA-2017-108553,2017,4,23,Sally Knutson,Consumer,United States,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Standard Class,121.94,2.0,0.0,35.3626
CA-2017-108553,2017,4,23,Sally Knutson,Consumer,United States,East,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",Standard Class,122.71,7.0,0.0,36.813
CA-2016-165848,2016,6,4,Edward Nazzal,Consumer,United States,East,Office Supplies,Paper,Easy-staple paper,Same Day,14.94,3.0,0.0,7.0218
CA-2016-165848,2016,6,4,Edward Nazzal,Consumer,United States,East,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,Same Day,1349.85,3.0,0.0,364.4595
CA-2016-165848,2016,6,4,Edward Nazzal,Consumer,United States,East,Furniture,Bookcases,Sauder Inglewood Library Bookcases,Same Day,136.784,1.0,0.2,5.1294
CA-2016-165848,2016,6,4,Edward Nazzal,Consumer,United States,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",Same Day,61.12,4.0,0.0,20.7808
CA-2014-112718,2014,12,16,Kean Nguyen,Corporate,United States,South,Office Supplies,Binders,Avery Binder Labels,Standard Class,1.167,1.0,0.7,-0.8558
CA-2016-154053,2016,3,4,Michael Granlund,Home Office,United States,West,Office Supplies,Art,Berol Giant Pencil Sharpener,Standard Class,16.99,1.0,0.0,4.9271
CA-2014-127446,2014,11,25,Matt Collister,Corporate,United States,Central,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,Standard Class,24.672,3.0,0.2,0.0
CA-2014-127446,2014,11,25,Matt Collister,Corporate,United States,Central,Office Supplies,Labels,Avery 520,Standard Class,2.52,1.0,0.2,0.882
CA-2014-127446,2014,11,25,Matt Collister,Corporate,United States,Central,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Standard Class,1218.735,5.0,0.3,-121.8735
CA-2014-127446,2014,11,25,Matt Collister,Corporate,United States,Central,Office Supplies,Labels,Avery 52,Standard Class,5.904,2.0,0.2,1.9926
CA-2014-127446,2014,11,25,Matt Collister,Corporate,United States,Central,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,Standard Class,15.696,3.0,0.2,5.1012
CA-2014-127446,2014,11,25,Matt Collister,Corporate,United States,Central,Furniture,Furnishings,"Master Caster Door Stop, Brown",Standard Class,6.096,3.0,0.6,-3.9624
CA-2016-137204,2016,4,28,Bill Overfelt,Corporate,United States,West,Furniture,Chairs,"Global Stack Chair without Arms, Black",Standard Class,41.568,2.0,0.2,2.598
CA-2014-147298,2014,4,26,Aleksandra Gannaway,Corporate,United States,West,Furniture,Chairs,Bevis Steel Folding Chairs,Standard Class,230.28,3.0,0.2,23.028
CA-2014-147298,2014,4,26,Aleksandra Gannaway,Corporate,United States,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Standard Class,18.288,6.0,0.2,5.715
CA-2017-147942,2017,4,1,Maribeth Schnelling,Consumer,United States,West,Office Supplies,Labels,Avery 498,Standard Class,5.78,2.0,0.0,2.7166
CA-2017-147942,2017,4,1,Maribeth Schnelling,Consumer,United States,West,Office Supplies,Binders,Fellowes Binding Cases,Standard Class,121.68,13.0,0.2,38.025
CA-2017-115931,2017,12,22,Jim Mitchum,Corporate,United States,West,Office Supplies,Art,Design Ebony Sketching Pencil,Standard Class,4.17,3.0,0.0,1.0842
CA-2017-115931,2017,12,22,Jim Mitchum,Corporate,United States,West,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Standard Class,67.04,4.0,0.2,6.704
CA-2017-115931,2017,12,22,Jim Mitchum,Corporate,United States,West,Office Supplies,Storage,Eldon Simplefile Box Office,Standard Class,37.32,3.0,0.0,10.4496
CA-2017-115931,2017,12,22,Jim Mitchum,Corporate,United States,West,Office Supplies,Labels,Avery 517,Standard Class,18.45,5.0,0.0,8.6715
CA-2014-164861,2014,12,3,Matthew Clasen,Corporate,United States,Central,Office Supplies,Paper,Xerox 214,Second Class,25.92,4.0,0.0,12.4416
CA-2017-127180,2017,10,22,Tom Ashbrook,Home Office,United States,East,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,First Class,11199.968,4.0,0.2,3919.9888
CA-2017-127180,2017,10,22,Tom Ashbrook,Home Office,United States,East,Technology,Phones,Polycom CX600 IP Phone VoIP phone,First Class,2399.6,8.0,0.0,647.892
CA-2017-127180,2017,10,22,Tom Ashbrook,Home Office,United States,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,First Class,63.9,5.0,0.0,28.755
CA-2017-127180,2017,10,22,Tom Ashbrook,Home Office,United States,East,Technology,Phones,i.Sound Portable Power - 8000 mAh,First Class,52.99,1.0,0.0,0.5299
US-2017-165344,2017,11,13,Sean Braxton,Corporate,United States,East,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,First Class,60.864,4.0,0.2,9.1296
US-2017-165344,2017,11,13,Sean Braxton,Corporate,United States,East,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,First Class,652.995,7.0,0.7,-935.9595
US-2017-165344,2017,11,13,Sean Braxton,Corporate,United States,East,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,First Class,11.22,10.0,0.7,-7.48
CA-2015-168186,2015,9,10,Aimee Bixby,Consumer,United States,Central,Office Supplies,Paper,Xerox 1952,Standard Class,14.94,3.0,0.0,7.0218
US-2017-110604,2017,5,15,Jason Fortune-,Consumer,United States,West,Furniture,Furnishings,24-Hour Round Wall Clock,Standard Class,39.96,2.0,0.0,17.1828
US-2017-110604,2017,5,15,Jason Fortune-,Consumer,United States,West,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Standard Class,42.624,2.0,0.2,4.2624
US-2017-110604,2017,5,15,Jason Fortune-,Consumer,United States,West,Furniture,Chairs,SAFCO Arco Folding Chair,Standard Class,220.96,1.0,0.2,24.858
CA-2015-116750,2015,7,5,Barbara Fisher,Corporate,United States,South,Furniture,Furnishings,Stackable Trays,Second Class,4.928,2.0,0.2,0.7392
CA-2015-116750,2015,7,5,Barbara Fisher,Corporate,United States,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Second Class,7.23,5.0,0.7,-5.784
CA-2015-162369,2015,8,15,Tim Taslimi,Corporate,United States,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,Standard Class,323.1,2.0,0.0,61.389
CA-2017-108441,2017,6,12,Sarah Bern,Consumer,United States,East,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",Standard Class,19.04,4.0,0.0,9.3296
CA-2017-108441,2017,6,12,Sarah Bern,Consumer,United States,East,Office Supplies,Binders,Angle-D Ring Binders,Standard Class,13.128,3.0,0.2,4.2666
CA-2017-108441,2017,6,12,Sarah Bern,Consumer,United States,East,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,Standard Class,64.14,3.0,0.0,16.6764
CA-2017-108441,2017,6,12,Sarah Bern,Consumer,United States,East,Furniture,Chairs,Safco Contoured Stacking Chairs,Standard Class,858.24,4.0,0.1,143.04
CA-2015-169740,2015,2,20,Liz MacKendrick,Consumer,United States,South,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Standard Class,29.99,1.0,0.0,2.999
CA-2016-124051,2016,12,29,Kelly Andreada,Consumer,United States,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,First Class,186.048,6.0,0.2,67.4424
CA-2016-149111,2016,4,17,Ben Ferrer,Home Office,United States,South,Technology,Phones,Motorola L804,Second Class,36.792,1.0,0.2,4.1391
CA-2016-149111,2016,4,17,Ben Ferrer,Home Office,United States,South,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Second Class,18.624,8.0,0.2,6.2856
CA-2014-131002,2014,9,7,Tom Boeckenhauer,Consumer,United States,Central,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Second Class,57.69,3.0,0.0,23.6529
CA-2014-131002,2014,9,7,Tom Boeckenhauer,Consumer,United States,Central,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",Second Class,42.81,3.0,0.0,20.1207
CA-2014-131002,2014,9,7,Tom Boeckenhauer,Consumer,United States,Central,Office Supplies,Paper,Xerox 2000,Second Class,12.96,2.0,0.0,6.2208
CA-2014-131002,2014,9,7,Tom Boeckenhauer,Consumer,United States,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Second Class,821.88,6.0,0.0,213.6888
CA-2014-131002,2014,9,7,Tom Boeckenhauer,Consumer,United States,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,Second Class,104.85,3.0,0.0,28.3095
US-2016-146794,2016,9,26,Sally Hughsby,Corporate,United States,West,Furniture,Bookcases,Bestar Classic Bookcase,Standard Class,424.9575,5.0,0.15,19.998
CA-2017-112515,2017,9,17,Alan Schoenberger,Corporate,United States,West,Office Supplies,Binders,Avery Non-Stick Binders,Second Class,10.776,3.0,0.2,3.5022
